scenario,date,month,total_cost,planned_cost,up_cost,emergency_cost,purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,initial_soc,final_soc,load_kwh
4-3,2025-04-30,4,31234.0243706286,29063.0518171704,1046.2749727733,1124.6975806849,49643.7421980495,252.6717056102,16562.3399876075,15117.6128743609,1422.9478330111,1200.0000000000,117682.8807166667
4-3,2025-05-01,5,44125.0784335823,30674.0274084454,4837.0983867941,8613.9526383428,53642.7458978520,1771.9710167811,19332.0941681944,17398.8847513749,1200.0000000000,1200.0000000000,120364.5839166667
4-3,2025-05-02,5,14935.6437955962,10820.1667021555,923.3113192180,3192.1657742227,27746.8420982375,789.5588481558,15811.7345175987,14230.5610658389,1200.0000000000,1200.0000000000,74761.0267333333
4-3,2025-05-03,5,15537.5814222811,10276.4222334715,723.1773228147,4537.9818659948,27492.8065955859,1150.8894761544,15704.8893944591,14134.4004550132,1200.0000000000,1200.0000000000,74894.8492833333
4-3,2025-05-04,5,38784.6059343485,32180.8737597390,2009.0449865017,4594.6871881078,52748.7092868359,913.6775213911,17645.0446179575,15880.5401561617,1200.0000000000,1200.0000000000,120670.0842333333
4-3,2025-05-05,5,39247.2071906127,37068.7375566601,144.2125213111,2034.2571126415,59008.2266765075,425.1509439955,18556.5183317749,16700.8664985974,1200.0000000000,1200.0000000000,120612.1638666667
4-3,2025-05-06,5,39413.9810364319,31249.3943431818,5243.5963975721,2920.9902956780,54694.6510190970,737.1097838236,20623.5065505977,18503.3519321414,1200.0000000000,1260.9307273727,121017.1901000000
4-3,2025-05-07,5,37680.6644906261,35297.2303993534,1954.0108279882,429.4232632845,58221.2527682679,62.6346650065,19681.6481276280,17365.0578462875,1260.9307273727,1628.2034192117,121160.2150166667
4-3,2025-05-08,5,37981.6501911425,36419.2983308511,1562.3518602914,0.0000000000,60054.0351621761,0.0000000000,18882.6468376495,16472.7636346546,1628.2034192117,2178.0376160420,120445.4773833333
4-3,2025-05-09,5,11414.5782063226,11079.3788916933,335.1993146293,0.0000000000,27242.5652470741,0.0000000000,14470.0189082842,13266.7147135758,2178.0376160420,1921.1576892837,74253.8254500000
4-3,2025-05-10,5,11615.0245416997,10821.4821961008,793.5423455988,0.0000000000,27101.6033898624,0.0000000000,14113.7179317960,13272.4358061280,1921.1576892837,1320.2304159955,74647.9870500000
4-3,2025-05-11,5,37094.1389280846,35099.3101282984,1722.5805226195,272.2482771667,58263.6365361643,41.1807166667,18549.2174276057,16164.4154593997,1320.2304159955,1878.7732158258,120743.0904166667
4-3,2025-05-12,5,36448.2939927599,32251.7313982027,4196.5625945572,0.0000000000,55034.0412840069,0.0000000000,17743.7703958663,15256.8788373819,1878.7732158258,2629.8294643778,120448.6036166667
4-3,2025-05-13,5,35931.9825202204,34469.1020662373,1462.8804539831,0.0000000000,57186.4363530022,0.0000000000,16385.9790117011,15050.7218264130,2629.8294643778,2310.0802746267,120269.6316000000
4-3,2025-05-14,5,35546.1957592390,33705.2924056550,1840.9033535841,0.0000000000,55852.1350955461,0.0000000000,16383.7639296320,15584.9854811918,2310.0802746267,1425.0663334639,120592.0052666667
4-3,2025-05-15,5,35500.6820130017,34592.4074317670,908.2745812348,0.0000000000,55652.7813928108,0.0000000000,18867.7698557586,16289.3151212110,1425.0663334639,2154.1586980002,119598.3098166667
4-3,2025-05-16,5,11261.8616619345,10702.1886167225,462.3469694436,97.3260757684,26364.5432614367,57.7191388139,14009.2840034767,12795.5862282873,2154.1586980002,1956.8002902544,74681.3447500000
4-3,2025-05-17,5,11628.2186988962,10778.4008903478,849.8178085484,0.0000000000,27058.2632116732,0.0000000000,13899.8905139459,12739.7987276571,1956.8002902544,1714.4672950618,75274.5304333333
4-3,2025-05-18,5,34807.2509161406,34797.0944632853,10.1564528552,0.0000000000,56909.2690964349,0.0000000000,18659.6513233434,16860.1841124614,1714.4672950618,1644.3723312430,120687.0370000000
4-3,2025-05-19,5,33214.7683334531,30818.6315760305,1845.3072965893,550.8294608333,51636.2222015308,79.2365000000,17512.9598119011,15887.0623634086,1644.3723312430,1512.1906717204,120072.3879833333
4-3,2025-05-20,5,36652.6546747684,31689.2407462339,4963.4139285345,0.0000000000,56765.5236712581,0.0000000000,21149.5534455527,19128.1855496330,1512.1906717204,1413.5408390229,120437.5777166667
4-3,2025-05-21,5,35092.3894782798,32595.7735529188,2496.6159253610,0.0000000000,53837.0375950559,0.0000000000,16667.8585548082,14390.9476888289,1413.5408390229,2056.6690692261,120283.0512833333
4-3,2025-05-22,5,33592.2865175936,32013.4433401377,1578.8431774560,0.0000000000,52739.4951420471,0.0000000000,19143.5110660642,17381.5906691729,2056.6690692261,1895.9929932075,119729.6800166667
4-3,2025-05-23,5,11624.6869154713,9806.1093291563,1286.1215748141,532.4560115009,26103.4721632787,289.2564924649,12916.8035355768,11583.0109534229,1895.9929932075,1940.3831797775,74983.3843833333
4-3,2025-05-24,5,10826.0453405768,10772.1273304510,53.9180101258,0.0000000000,26140.0986611054,0.0000000000,14068.9436306728,12750.6011759343,1940.3831797775,1847.0412726196,74693.8178166667
4-3,2025-05-25,5,34278.5372406976,31803.9852131169,2474.5520275806,0.0000000000,53992.2347823403,0.0000000000,17034.4979667757,14957.8365746278,1847.0412726196,2240.4408362436,120319.8776000000
4-3,2025-05-26,5,37169.1674655187,31669.2338557636,5499.9336097551,0.0000000000,56663.0257798492,0.0000000000,18379.4650768991,16648.5201966334,2240.4408362436,2127.6512175751,119407.9693666667
4-3,2025-05-27,5,34186.3532572153,30755.2223707821,986.8875561838,2444.2433302494,50393.7886409502,475.0799994641,16348.8601855497,15594.0213835245,2127.6512175751,1200.0000000000,120046.8273500000
4-3,2025-05-28,5,35404.0783955775,32013.9242883706,3390.1541072069,0.0000000000,55395.5280575466,0.0000000000,18726.3097724735,16218.8662804234,1200.0000000000,1869.1511446520,119921.8472166667
4-3,2025-05-29,5,37226.0285746731,32121.6923682594,4984.5317846803,119.8044217333,56186.0740399957,17.8174333333,18223.7128872205,16275.7148390181,1869.1511446520,2001.5733763266,120439.3142666667
4-3,2025-05-30,5,11534.5493576617,11001.7411873975,532.8081702642,0.0000000000,27091.3546349959,0.0000000000,14324.8285421682,12393.9987255781,2001.5733763266,2526.8771983685,74612.2244833333
4-3,2025-05-31,5,11192.2982281025,10683.9518739114,272.0510938181,236.2952603730,26787.3970040950,130.3896962252,13272.0231008096,12638.2415260048,2526.8771983685,1795.9475649480,74778.3325833333
4-3,2025-06-01,6,59151.3285006833,45019.3667583798,6125.1717849541,8006.7899573495,71149.8662401687,1885.5179110176,22130.4472424346,20482.7680195712,1795.9475649480,1200.0000000000,128248.5600333333
4-3,2025-06-02,6,53795.9362059371,50067.4078238549,3398.1325780711,330.3958040112,76230.1160322731,116.5705023153,21459.5335384029,19313.5801845626,1200.0000000000,1200.0000000000,128080.5369833333
4-3,2025-06-03,6,50695.6234072658,45944.2987395458,4347.6995589888,403.6251087312,72677.8115435706,72.9060948301,22845.2755309932,20404.4454333099,1200.0000000000,1364.7573483218,128076.8405666667
4-3,2025-06-04,6,57876.0739574448,53896.9268232923,216.8697411951,3762.2773929574,79380.7251438285,899.6160904735,18884.3048126401,17152.1768759601,1364.7573483218,1200.0000000000,128539.8435833333
4-3,2025-06-05,6,57770.0428336137,45776.5713257314,5313.4654247758,6680.0060831065,71960.2807283278,1537.6676924944,22032.5956104434,19829.3360493991,1200.0000000000,1200.0000000000,128455.9206666667
4-3,2025-06-06,6,20367.5672453559,16741.6364438827,3625.9308014733,0.0000000000,37107.7419407923,0.0000000000,15292.8555038062,13037.7083949555,1200.0000000000,1965.1252635749,82747.4150000000
4-3,2025-06-07,6,20680.5574296161,14228.2301125393,3257.5509488137,3194.7763682632,32759.0879453586,669.1700872744,16622.2797143262,15685.9133013636,1965.1252635749,1200.0000000000,83156.7597500000
4-3,2025-06-08,6,50421.9706119565,48916.9427390805,1505.0278728760,0.0000000000,73651.1320812017,0.0000000000,18442.7053697742,14283.6466844512,1200.0000000000,3640.0009498452,128266.9466500000
4-3,2025-06-09,6,52985.3464553629,52809.6917039815,175.6547513814,0.0000000000,74714.6882644235,0.0000000000,19889.2679855937,18369.3100000848,3640.0009498452,3145.6644162367,128169.1879833334
4-3,2025-06-10,6,54356.2276188672,45066.2243366237,9290.0032822435,0.0000000000,74045.5432264954,0.0000000000,20086.2639145286,18406.8393263318,3145.6644162367,2798.6552468621,127414.4917833333
4-3,2025-06-11,6,58891.6050824884,52154.9577089680,6736.6473735203,0.0000000000,80523.6896690445,0.0000000000,25117.1191737702,21418.5777171155,2798.6552468621,4049.6834263573,128236.6773166667
4-3,2025-06-12,6,52972.6636542843,50358.8947611823,2613.7688931020,0.0000000000,73603.0509427039,0.0000000000,19161.3050401733,18331.5713283632,4049.6834263573,2904.5206576655,127721.8129833333
4-3,2025-06-13,6,17983.5122959995,17982.3186404740,1.1936555255,0.0000000000,35192.2610652070,0.0000000000,14097.3948537475,12954.4324385821,2904.5206576655,2623.3129345428,81889.5904000000
4-3,2025-06-14,6,17442.1454803436,16483.4358774198,598.8406048597,359.8689980642,32762.6765993933,117.7931484231,13423.0555686144,12725.6841919275,2623.3129345428,1943.4926177945,82253.1571166667
4-3,2025-06-15,6,54609.7407812512,43546.1088634752,11063.6319177760,0.0000000000,74831.4801215646,0.0000000000,22151.9754213655,18793.0027281479,1943.4926177945,3149.1374873008,127368.8845166667
4-3,2025-06-16,6,54949.5852676779,48595.9929919952,6353.5922756826,0.0000000000,75152.6670076903,0.0000000000,22294.6887480563,20135.8741157826,3149.1374873008,3074.6613763825,127618.6320166667
4-3,2025-06-17,6,54783.9129438819,51141.3661869217,3642.5467569602,0.0000000000,76842.9482989946,0.0000000000,21512.2579535409,19817.7921972127,3074.6613763825,2593.1940205594,127311.7546000000
4-3,2025-06-18,6,52084.5803304669,48189.8261215429,3894.7542089241,0.0000000000,73447.6020944577,0.0000000000,21176.6615333401,19525.2846313109,2593.1940205594,2101.6819930335,126909.0789166667
4-3,2025-06-19,6,51467.0431030707,42473.4125941027,8715.5132637952,278.1172451728,70918.2261364731,40.4373884189,20621.1809105607,18693.6953259071,2101.6819930335,1959.7668705904,127349.0669000000
4-3,2025-06-20,6,18551.1733112306,17864.1060642710,687.0672469596,0.0000000000,35962.2729149346,0.0000000000,12482.0494816427,9917.0461629699,1959.7668705904,3347.7942272588,81137.0797166667
4-3,2025-06-21,6,15541.7010045480,14174.2708750384,841.3369052931,526.0932242165,30486.3257967500,176.8896542508,15075.4338147510,14958.4190877347,3347.7942272588,1882.0483273191,81408.0648000000
4-3,2025-06-22,6,50704.7011757281,43987.5679638765,6717.1332118516,0.0000000000,70883.9505273818,0.0000000000,20083.3607743973,17215.0073616777,1882.0483273191,2788.5861962234,126539.4619166667
4-3,2025-06-23,6,49702.1298160464,42647.2369981048,7054.8928179416,0.0000000000,68699.1637609097,0.0000000000,18539.4075051294,17249.2348742877,2788.5861962234,2194.3224194395,126690.8730833333
4-3,2025-06-24,6,57243.8783608049,52352.6545994393,4515.8261112413,375.3976501243,79036.0213334101,80.3505244273,23853.8196117747,21305.8066949747,2194.3224194395,2365.7504987118,127112.8450166667
4-3,2025-06-25,6,51463.8901936876,44543.8536387068,6829.8603547315,90.1762002494,72744.3116599129,12.9887811517,19047.7000205524,17222.6267224915,2365.7504987118,2281.7427965017,126310.4084333333
4-3,2025-06-26,6,49183.0081487548,42974.1300847255,5828.9671433189,379.9109207104,70069.8367737592,54.1676787796,20295.9772367715,18244.0103643362,2281.7427965017,2305.3219496334,126697.4453666667
4-3,2025-06-27,6,16113.5274289520,15913.1461630690,178.6903535187,21.6909123644,33911.2757054625,4.0642518951,12966.6373164440,11908.8459422936,2305.3219496334,2053.5283763884,79563.2550000000
4-3,2025-06-28,6,16886.0868922017,13206.2665440247,1997.1979660418,1682.6223821352,30928.9863265663,443.9961009867,13798.4329792043,13010.0311986369,2053.5283763884,1430.0942771812,80661.5728000000
4-3,2025-06-29,6,54352.5869687043,42606.7283965639,11745.8585721404,0.0000000000,74036.3992413399,0.0000000000,22427.0088572001,17833.0895577723,1430.0942771812,3908.4960984627,126384.8087166667
4-3,2025-06-30,6,48550.6795874024,44491.8035915596,3729.4651446373,329.4108512056,69493.5485971733,47.5314499964,18694.0526294654,19157.8293571772,3908.4960984627,1449.1063364073,125947.3205833333
4-3,2025-07-01,7,79927.9019205490,44905.8069007584,23796.1765277161,11225.9184920745,78045.5696109911,2570.4582495978,18988.1681952569,17325.6743965194,1449.1063364073,1200.0000000000,141546.8510666667
4-3,2025-07-02,7,60805.6881693082,52758.7484672995,7428.1854981388,618.7542038699,75839.3631425801,72.4551882035,18274.4586615594,15379.0239088134,1200.0000000000,2325.7591324573,141198.6582166667
4-3,2025-07-03,7,65693.4835708500,56929.2052463678,8345.7835841695,418.4947403127,82848.2785598410,48.0482791234,20182.8696982201,18454.9783227012,2325.7591324573,2019.6552989653,141565.5386333333
4-3,2025-07-04,7,24750.9952366562,21998.6105866687,2287.0236837608,465.3609662267,40519.5466024829,154.1780166672,15104.1096654359,13718.0967117708,2019.6552989653,1888.5282799336,95795.0657500000
4-3,2025-07-05,7,29476.3910795384,19092.0778530835,4809.0038713897,5575.3093550652,39217.2360825186,1446.5381731310,13869.1812374372,13135.4583931020,1888.5282799336,1200.0000000000,95872.8349000000
4-3,2025-07-06,7,68434.1697182205,56588.5456962262,8614.5510758968,3231.0729460974,82281.3192287076,669.0498472876,23390.0985751137,21051.0887176023,1200.0000000000,1200.0000000000,141244.5746500000
4-3,2025-07-07,7,58502.3286328096,56758.2031208312,1265.4356843773,478.6898276011,78281.0488114066,83.0550203338,21397.3561077401,18570.5183280821,1200.0000000000,1924.2692796383,141495.3941500000
4-3,2025-07-08,7,65844.4836041157,62034.7656750925,3809.7179290233,0.0000000000,85625.7221556235,0.0000000000,22597.5647265118,18086.7612456873,1924.2692796383,4297.0811682834,141285.2270000000
4-3,2025-07-09,7,61959.5628733318,58514.1716124594,3445.3912608724,0.0000000000,81477.7203229536,0.0000000000,18427.0819371306,17552.7426651642,4297.0811682834,3276.3306989365,140590.7049666667
4-3,2025-07-10,7,60492.2641764169,53985.3988570543,6353.5506135826,153.3147057800,75502.7807342299,17.9378385141,21654.3431757142,20200.6860962098,3276.3306989365,2526.0516126179,140463.5422500000
4-3,2025-07-11,7,28853.8163431638,28512.5558393161,341.2605038477,0.0000000000,48560.5448571838,0.0000000000,14430.1097984643,11882.7958427873,2526.0516126179,3690.0891561267,94741.0884000000
4-3,2025-07-12,7,24846.6912991878,21753.5070910868,1945.0339400750,1148.1502680260,40160.7558657406,315.8682394978,15855.5449170547,16632.2964184233,3690.0891561267,1200.0000000000,95318.3711000000
4-3,2025-07-13,7,58407.1382572518,55664.6794183856,2696.1106000375,46.3482388287,77438.1606760354,5.6563630496,19662.5958977585,16225.9977742271,1200.0000000000,2749.8728993932,139893.3664833333
4-3,2025-07-14,7,57843.6644057246,52083.4943786265,5760.1700270981,0.0000000000,74611.7428074399,0.0000000000,17933.0666825293,16239.1541300375,2749.8728993932,2645.1023021187,141062.4234666667
4-3,2025-07-15,7,57931.5429325584,56396.6258406595,1534.9170918989,0.0000000000,78178.2566804175,0.0000000000,19247.0615660915,17250.9851101673,2645.1023021187,2720.3332031598,139545.1626666667
4-3,2025-07-16,7,58729.2903435174,54758.9083578089,3820.3472509602,150.0347347483,75689.0584781089,17.9327956431,19303.9707286314,16665.6301985391,2720.3332031598,3466.5711296459,140365.2653833333
4-3,2025-07-17,7,59715.1478674709,50907.4418348277,8807.7060326432,0.0000000000,74145.4658943307,0.0000000000,19788.0378689917,18598.4969687288,3466.5711296459,2634.6149981759,139569.1592833333
4-3,2025-07-18,7,25483.8122259080,25195.9778181623,287.8344077457,0.0000000000,44746.2568556987,0.0000000000,13192.1431604887,11659.4719250020,2634.6149981759,2859.6183474248,93698.0732000000
4-3,2025-07-19,7,24906.4879380892,22237.7020078478,1057.3348097833,1611.4511204581,39758.4563714680,597.3861695090,13917.4992067478,14100.2014934132,2859.6183474248,1200.0000000000,94564.5224000000
4-3,2025-07-20,7,59468.0973037778,55019.0618906763,4449.0354131015,0.0000000000,79354.0381832544,0.0000000000,21376.0368015604,17172.4328172288,1200.0000000000,3377.7555359318,138750.5387666667
4-3,2025-07-21,7,59885.7077647706,55842.0969961279,4043.6107686427,0.0000000000,77926.1437350626,0.0000000000,20447.7214303918,19129.6325965743,3377.7555359318,2611.7640710088,138442.8198000000
4-3,2025-07-22,7,60466.9091555775,51747.3950740171,8719.5140815604,0.0000000000,76578.8728067433,0.0000000000,22272.7671303997,20535.4034390517,2611.7640710088,2095.3504030347,139514.8588166667
4-3,2025-07-23,7,62644.6879328124,61693.5406792770,946.7221280762,4.4251254592,84851.3056022720,0.5171653666,19516.0338872598,17918.9391010706,2095.3504030347,1721.6655249882,139450.0336500000
4-3,2025-07-24,7,57963.9623513446,56069.9180048570,1489.3144547770,404.7298917106,76367.5807229455,48.7538266230,20181.9785423174,17513.0660416435,1721.6655249882,2407.5789881843,138902.2175166667
4-3,2025-07-25,7,23927.0855143147,23511.0030863081,416.0824280066,0.0000000000,42874.7967535687,0.0000000000,12862.3570254453,11652.3999125303,2407.5789881843,2327.1742948727,92354.8396833333
4-3,2025-07-26,7,22879.1952363223,21172.7571172778,1706.4381190445,0.0000000000,39425.1872579726,0.0000000000,15592.1966217393,14555.8110597985,2327.1742948727,1776.0587631589,93187.6899333333
4-3,2025-07-27,7,61163.2739621376,48655.2602519650,12069.7229731043,438.2907370683,75829.3264724618,82.3177098030,22307.8330332478,20249.4688275228,1776.0587631589,1594.3130763169,138110.1962833333
4-3,2025-07-28,7,63160.5090324367,53980.0759486756,9180.4330837611,0.0000000000,81659.2911626858,0.0000000000,21419.8336911198,19056.2744188182,1594.3130763169,1827.8745858796,138228.9984333333
4-3,2025-07-29,7,63322.2368009955,52087.5350833564,10702.2865348990,532.4151827401,80727.2494623138,61.0546442139,20132.4064398777,17330.5124684967,1827.8745858796,2659.1881854905,138314.7451166667
4-3,2025-07-30,7,62360.2970440695,48404.7738322231,13938.2305633083,17.2926485381,76750.1676287235,2.0698603792,20707.4721024452,18981.6751391252,2659.1881854905,2295.5786989175,138424.3644333333
4-3,2025-07-31,7,61505.3942713682,49817.9549005898,10926.1804034205,761.2589673579,76609.8752281058,104.1663524499,21576.8394799462,19888.4306593414,2295.5786989175,1800.9192816451,137423.3137166667
4-3,2025-08-01,8,22814.4438794196,21927.9114221966,886.5324572230,0.0000000000,40353.1233121429,0.0000000000,13488.7346492371,12464.1562850717,1800.9192816451,1459.0822308351,92719.4241000000
4-3,2025-08-02,8,21793.4453198717,21221.5078331775,168.2164372917,403.7210494025,38920.3343977317,133.0291454660,18470.9582696953,16869.6494279406,1459.0822308351,1200.0000000000,91562.2442166667
4-3,2025-08-03,8,56433.3025885684,43870.2939945464,5211.5154047568,7351.4931892652,63764.4534528549,1190.1770189005,19814.1940646945,17832.7746582250,1200.0000000000,1200.0000000000,138062.4861500000
4-3,2025-08-04,8,51719.7387128439,50109.9151310723,1609.8235817716,0.0000000000,69017.8614542528,0.0000000000,19532.7363393197,17029.3405355017,1200.0000000000,1779.8796827313,138312.1069500000
4-3,2025-08-05,8,53110.8438208343,45496.7097293914,3841.4570329475,3772.6770584954,66333.1051098007,573.8938363240,20755.3695239706,19226.3611469623,1779.8796827313,1203.7879811994,136458.4972833333
4-3,2025-08-06,8,55180.6473881274,52104.6465893413,1789.2209638224,1286.7798349636,70911.3200380405,227.7615067512,18413.3986965850,16504.9298293765,1203.7879811994,1274.5481576334,136716.0878000000
4-3,2025-08-07,8,54770.9036077893,47702.4036359982,3348.2607781096,3720.2391936815,69278.4704083438,797.8393851895,19808.4643337025,17720.1507964961,1274.5481576334,1387.8284315215,136850.7544666667
4-3,2025-08-08,8,21868.2972579472,21222.1861086253,646.1111493218,0.0000000000,40309.0388592251,0.0000000000,14661.8339790114,12895.9273195645,1387.8284315215,1703.7644895944,90703.2161166667
4-3,2025-08-09,8,22681.6660239435,18827.4506612438,2979.2063965620,875.0089661377,37674.8189661490,276.6001730437,14706.1572617130,13516.4732893323,1703.7644895944,1407.6364199131,90303.8317500000
4-3,2025-08-10,8,52270.6303239247,48103.9855494138,3007.6289071335,1159.0158673774,67115.9422932047,219.0778116644,18642.4239574116,16975.1627653090,1407.6364199131,1200.0000000000,136535.4447166667
4-3,2025-08-11,8,55166.9322652353,44102.4510369371,7312.4169260955,3752.0643022027,67700.4438253245,507.6089084689,18860.7006682028,16786.4762822891,1200.0000000000,1398.3320666444,136422.2635166667
4-3,2025-08-12,8,54368.7862194551,48660.2293543079,5637.7343330979,70.8225320493,71009.1324487377,8.7542976426,18985.5666483778,16705.6457862806,1398.3320666444,1800.3252271050,136637.5967000000
4-3,2025-08-13,8,52519.6387509654,46398.4924239141,6120.9503568803,0.1959701710,68936.4236520862,0.0226202079,18331.2691988193,16261.6816801716,1800.3252271050,2049.5765834340,136547.9971833333
4-3,2025-08-14,8,53116.5825939475,46748.0320470841,4079.9138905244,2288.6366563389,67154.7466820480,355.2305420285,19543.7349420486,18395.3405629624,2049.5765834340,1200.0000000000,135936.0553666667
4-3,2025-08-15,8,21982.4604914227,21656.8871430750,325.5733483477,0.0000000000,40360.1069475379,0.0000000000,14347.8202921272,12307.3183971405,1200.0000000000,1838.4847999524,89968.0577666667
4-3,2025-08-16,8,23813.3050363430,20833.6313408895,1400.7972879795,1578.8764074740,38931.4558105955,264.8754401096,14636.4846868392,13401.2661453926,1838.4847999524,1597.6985146803,90183.5303500000
4-3,2025-08-17,8,51311.6614069339,45714.2210797451,5183.5481390821,413.8921881067,66346.9018518478,50.5843776882,19180.2016282990,17252.3937931709,1597.6985146803,1608.0156271648,135369.1165000000
4-3,2025-08-18,8,51630.3069426444,49151.3334029067,1852.0064816440,626.9670580936,67499.0892732005,73.9128653279,20690.8836386892,18069.6772111058,1608.0156271648,2189.9991667181,135710.1747166667
4-3,2025-08-19,8,52991.2367234644,46603.8727794420,2367.8651219440,4019.4988220784,65491.4208372403,568.0861726549,17206.3097470961,16418.0212107735,2189.9991667181,1207.2239452053,135364.4828833333
4-3,2025-08-20,8,56155.9376224653,51841.3505159830,4312.4032074692,2.1838990132,74785.5987383510,0.2629619522,21351.6625058453,18583.3575031246,1207.2239452053,1874.6107890944,135048.0536666666
4-3,2025-08-21,8,53471.5193253373,45347.5666641710,6417.8969168164,1706.0557443499,67106.5186691381,243.5853751176,18109.7140954573,16805.6611001695,1874.6107890944,1340.2718634491,134971.7989000000
4-3,2025-08-22,8,23691.0241468662,22953.3210487959,737.7030980704,0.0000000000,42417.0707491669,0.0000000000,14237.9719603964,11860.2298439882,1340.2718634491,2345.8181003533,90531.7304000000
4-3,2025-08-23,8,22073.0930961908,18540.2090786508,2700.3471709881,832.5368465518,37285.6181891390,296.1524931950,14697.8231461062,14315.0593259047,2345.8181003533,1200.0000000000,89697.1462333333
4-3,2025-08-24,8,51618.1109801592,49358.2211670512,1444.3973975463,815.4924155617,67338.4222820002,156.3345997777,19796.7283430477,17459.1801124388,1200.0000000000,1577.2337902855,135068.0714000000
4-3,2025-08-25,8,60697.7894399098,59904.3733185429,529.6213893845,263.7947319824,84842.6662875771,31.4640663147,19915.0304985701,17406.8252870107,1577.2337902855,2121.8856912562,134511.6137500000
4-3,2025-08-26,8,52517.4768934042,46905.9952799995,5497.7253637492,113.7562496555,67643.7839089115,17.6959926605,19389.9057280386,17388.0408454883,2121.8856912562,2188.1610329594,134368.9639333333
4-3,2025-08-27,8,54103.0882256121,48229.3763789078,5763.1573499150,110.5544967893,70861.5804620876,13.6689536090,20858.0919216138,19187.2809338677,2188.1610329594,1750.7145160153,133788.3821000000
4-3,2025-08-28,8,56691.3255966552,45948.0531493718,10566.5323366779,176.7401106056,73064.6319463514,20.9418196533,20383.6009946286,18555.1187506071,1750.7145160153,1529.4838314733,134543.8165666667
4-3,2025-08-29,8,21906.0014094862,21456.1400591247,449.8613503615,0.0000000000,39957.8622289242,0.0000000000,15168.8442326656,13360.3327525619,1529.4838314733,1836.8857404522,88328.3325500000
4-3,2025-08-30,8,22789.6454321852,21191.2647979882,1553.9166303984,44.4640037987,39235.5002249087,19.6699861972,14082.6337895247,12700.6415990704,1836.8857404522,1809.1934762877,89025.0875833333
4-3,2025-08-31,8,54227.3453816993,45646.8203174976,8312.0288509141,268.4962132875,69140.6039794123,31.5247403179,22306.2460268167,20037.7930530871,1809.1934762877,1849.0680805161,133365.3598333333
4-3,2025-09-01,9,45496.9030861829,44651.7718697560,845.1312164269,0.0000000000,70850.6732894481,0.0000000000,18317.0420944488,13754.9524181047,1849.0680805161,4727.1470690573,121263.6192666667
4-3,2025-09-02,9,36989.8320483146,34797.8367062487,2136.6327071082,55.3626349577,55222.7521811982,12.0157645052,17560.4095517389,17270.2306833444,4727.1470690573,3181.9927590873,121532.8241500000
4-3,2025-09-03,9,40139.8841592649,38577.8897943131,1561.9943649518,0.0000000000,59490.2047599596,0.0000000000,19375.5408465576,17714.8069150659,3181.9927590873,2890.1986970089,121433.7164333333
4-3,2025-09-04,9,38886.6437757003,36341.2725537489,1857.4889370015,687.8822849499,56337.7143901955,134.3559927018,19063.9230626600,17325.9890524397,2890.1986970089,2712.6280615905,121061.1730333333
4-3,2025-09-05,9,13827.2139154370,13827.2139154370,0.0000000000,0.0000000000,30307.7415674657,0.0000000000,12840.5941934340,12182.5041322043,2712.6280615905,2052.7984225529,75132.9804500000
4-3,2025-09-06,9,14394.1828332794,14334.6675096375,59.5153236419,0.0000000000,31459.3671611353,0.0000000000,16289.5542373122,14180.8224475319,2052.7984225529,2558.5271172975,75826.3741666667
4-3,2025-09-07,9,38788.6109144073,32408.2236302791,6380.3872841282,0.0000000000,56168.1053715684,0.0000000000,18259.8152631158,17201.7767652251,2558.5271172975,1749.0440896117,120781.0090333333
4-3,2025-09-08,9,48585.9131869111,32229.4622070600,10785.7757206679,5570.6752591832,59673.2152627709,1367.7613556918,19188.9595293767,17790.9325341471,1749.0440896117,1200.0000000000,121400.5924333333
4-3,2025-09-09,9,40866.9550891639,34476.2338321393,5942.9701413648,447.7511156598,58323.3003763122,91.7218522077,19348.2814104414,16774.6360287282,1200.0000000000,1873.3724963660,121082.2355833333
4-3,2025-09-10,9,43846.2588749025,38336.2667612476,4260.3104389616,1249.6816746933,63094.3746456597,433.5026711292,19896.8392103949,18545.9725300244,1873.3724963660,1200.0000000000,121274.7884833334
4-3,2025-09-11,9,44285.9115776925,37445.0746475300,1421.5351708160,5419.3017593464,60448.3359197163,1090.7645661228,20861.0889883399,18655.6642477637,1200.0000000000,1325.7699402818,120746.7783500000
4-3,2025-09-12,9,15672.5005940413,11291.0927789106,4128.2429715279,253.1648436028,30357.3435478824,136.1052694298,13641.0545376010,12396.2649255831,1325.7699402818,1200.0000000000,75687.2271166667
4-3,2025-09-13,9,14941.3099642397,12441.9822967687,2362.8680626386,136.4596048324,31697.2064491601,76.3909622365,17328.2530609776,15534.0581854133,1200.0000000000,1264.6892061795,75063.5831166667
4-3,2025-09-14,9,43052.5302066667,41451.4108076396,1601.1193990272,0.0000000000,66078.2419225810,0.0000000000,20225.2536823001,17861.9793513398,1264.6892061795,1623.8701503685,121237.6956666667
4-3,2025-09-15,9,42297.7863722784,35834.7669635216,3744.6458489704,2718.3735597864,57788.1028550599,506.2267445284,21780.8674034051,19903.7311710982,1623.8701503685,1306.6404609116,120760.0298833334
4-3,2025-09-16,9,45279.8225619688,42689.1622058405,2535.1385579283,55.5217982000,67846.3359773909,8.2382666667,19269.6818719524,17213.3597961448,1306.6404609116,1442.9914316498,121843.3574666667
